Country ,Country ISO3,Year,Indicator Name,Indicator Code,Value
Philippines,PHL,1970,"Educational attainment, at least completed upper secondary, population 25+, female (%) (cumulative)",SE.SEC.CUAT.UP.FE.ZS,15.40781021
Philippines,PHL,2019,"Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)",SE.SEC.CUAT.UP.MA.ZS,27.65667915
Philippines,PHL,2013,"Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)",SE.SEC.CUAT.UP.MA.ZS,56.77064896
Philippines,PHL,2010,"Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)",SE.SEC.CUAT.UP.MA.ZS,54.90708923
Philippines,PHL,2004,"Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)",SE.SEC.CUAT.UP.MA.ZS,49.80202103
Philippines,PHL,2000,"Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)",SE.SEC.CUAT.UP.MA.ZS,35.66038132
Philippines,PHL,1970,"Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)",SE.SEC.CUAT.UP.MA.ZS,20.69698906
Philippines,PHL,2019,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.UP.ZS,30.45573997
Philippines,PHL,2013,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.UP.ZS,58.45674133
Philippines,PHL,2010,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.UP.ZS,55.97346878
Philippines,PHL,2004,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.UP.ZS,51.09817886
Philippines,PHL,2000,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.UP.ZS,35.70846939
Philippines,PHL,1970,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.UP.ZS,18.00716019
Philippines,PHL,2017,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,50.82828
Philippines,PHL,2016,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,50.51536
Philippines,PHL,2015,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,50.35619
Philippines,PHL,2014,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,50.58583
Philippines,PHL,2009,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,50.87626
Philippines,PHL,2008,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,51.1194
Philippines,PHL,2007,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,51.38601
Philippines,PHL,2006,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,51.64852
Philippines,PHL,2005,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,51.72559
Philippines,PHL,2004,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,51.56223
Philippines,PHL,2003,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,51.48035
Philippines,PHL,2002,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,51.4491
Philippines,PHL,2001,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,51.32761
Philippines,PHL,1999,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,51.27764
Philippines,PHL,1998,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,51.30944
Philippines,PHL,1990,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,49.85139
Philippines,PHL,1989,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,48.72998
Philippines,PHL,1988,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,48.72999
Philippines,PHL,1987,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,49.85564
Philippines,PHL,1986,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,50.04572
Philippines,PHL,1985,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,50.63999
Philippines,PHL,1984,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,50.63945
Philippines,PHL,1983,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,51.20774
Philippines,PHL,1982,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,51.20655
Philippines,PHL,1981,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,53.24568
Philippines,PHL,2017,"Secondary education, general pupils (% female)",SE.SEC.ENRL.GC.FE.ZS,51.20434
Philippines,PHL,2016,"Secondary education, general pupils (% female)",SE.SEC.ENRL.GC.FE.ZS,50.51536
Philippines,PHL,2015,"Secondary education, general pupils (% female)",SE.SEC.ENRL.GC.FE.ZS,50.35619
Philippines,PHL,2014,"Secondary education, general pupils (% female)",SE.SEC.ENRL.GC.FE.ZS,50.58583
Philippines,PHL,2009,"Secondary education, general pupils (% female)",SE.SEC.ENRL.GC.FE.ZS,50.87626
Philippines,PHL,2008,"Secondary education, general pupils (% female)",SE.SEC.ENRL.GC.FE.ZS,51.1194
Philippines,PHL,2007,"Secondary education, general pupils (% female)",SE.SEC.ENRL.GC.FE.ZS,51.38601
Philippines,PHL,2006,"Secondary education, general pupils (% female)",SE.SEC.ENRL.GC.FE.ZS,51.64852
Philippines,PHL,2005,"Secondary education, general pupils (% female)",SE.SEC.ENRL.GC.FE.ZS,51.72559
Philippines,PHL,2004,"Secondary education, general pupils (% female)",SE.SEC.ENRL.GC.FE.ZS,51.56223
Philippines,PHL,2003,"Secondary education, general pupils (% female)",SE.SEC.ENRL.GC.FE.ZS,51.48035
Philippines,PHL,2002,"Secondary education, general pupils (% female)",SE.SEC.ENRL.GC.FE.ZS,51.4491
Philippines,PHL,2001,"Secondary education, general pupils (% female)",SE.SEC.ENRL.GC.FE.ZS,51.32761
Philippines,PHL,1999,"Secondary education, general pupils (% female)",SE.SEC.ENRL.GC.FE.ZS,51.27764
Philippines,PHL,1998,"Secondary education, general pupils (% female)",SE.SEC.ENRL.GC.FE.ZS,51.30944
Philippines,PHL,1990,"Secondary education, general pupils (% female)",SE.SEC.ENRL.GC.FE.ZS,49.85139
Philippines,PHL,1989,"Secondary education, general pupils (% female)",SE.SEC.ENRL.GC.FE.ZS,48.72998
Philippines,PHL,1988,"Secondary education, general pupils (% female)",SE.SEC.ENRL.GC.FE.ZS,48.72999
Philippines,PHL,1987,"Secondary education, general pupils (% female)",SE.SEC.ENRL.GC.FE.ZS,49.85564
Philippines,PHL,1986,"Secondary education, general pupils (% female)",SE.SEC.ENRL.GC.FE.ZS,50.04572
Philippines,PHL,1985,"Secondary education, general pupils (% female)",SE.SEC.ENRL.GC.FE.ZS,50.63999
Philippines,PHL,1984,"Secondary education, general pupils (% female)",SE.SEC.ENRL.GC.FE.ZS,50.63945
Philippines,PHL,1983,"Secondary education, general pupils (% female)",SE.SEC.ENRL.GC.FE.ZS,51.20774
Philippines,PHL,1982,"Secondary education, general pupils (% female)",SE.SEC.ENRL.GC.FE.ZS,51.20655
Philippines,PHL,1981,"Secondary education, general pupils (% female)",SE.SEC.ENRL.GC.FE.ZS,53.24568
Philippines,PHL,2017,"Secondary education, vocational pupils (% female)",SE.SEC.ENRL.VO.FE.ZS,45.18305
Philippines,PHL,2021,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,94.17507172
Philippines,PHL,2020,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,95.69924164
Philippines,PHL,2019,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,93.90686035
Philippines,PHL,2018,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,88.63725281
Philippines,PHL,2017,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,90.64897919
Philippines,PHL,2016,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,92.52420807
Philippines,PHL,2015,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,91.49514008
Philippines,PHL,2014,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,90.86917877
Philippines,PHL,2009,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,87.48124695
Philippines,PHL,2008,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,85.58422852
Philippines,PHL,2007,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,85.28014374
Philippines,PHL,2006,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,85.87283325
Philippines,PHL,2005,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,87.67195892
Philippines,PHL,2004,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,87.82369995
Philippines,PHL,2003,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,85.53056335
Philippines,PHL,2002,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,83.28829193
Philippines,PHL,2001,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,78.41517639
Philippines,PHL,1999,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,77.95355225
Philippines,PHL,1998,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,78.32898712
Philippines,PHL,1990,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,73.38786316
Philippines,PHL,1989,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,69.2800293
Philippines,PHL,1988,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,66.23370361
Philippines,PHL,1987,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,67.74167633
Philippines,PHL,1986,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,65.18266296
Philippines,PHL,1985,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,69.60040283
Philippines,PHL,1984,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,68.52065277
Philippines,PHL,1983,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,68.29089355
Philippines,PHL,1982,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,66.22553253
Philippines,PHL,1981,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,70.13604736
Philippines,PHL,2021,"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,86.91087341
Philippines,PHL,2020,"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,88.49841309
Philippines,PHL,2019,"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,85.88352203
Philippines,PHL,2018,"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,79.74775696
Philippines,PHL,2017,"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,81.96968842
Philippines,PHL,2016,"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,84.6558609
Philippines,PHL,2015,"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,84.43972015
Philippines,PHL,2014,"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,83.30271149
Philippines,PHL,2009,"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,80.89321899
Philippines,PHL,2008,"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,78.49241638
Philippines,PHL,2007,"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,77.33688354
Philippines,PHL,2006,"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,76.86940765
Philippines,PHL,2005,"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,78.33828735
Philippines,PHL,2004,"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,79.02718353
Philippines,PHL,2003,"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,77.21000671
Philippines,PHL,2002,"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,75.26399231
Philippines,PHL,2001,"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,71.20131683
Philippines,PHL,1999,"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,70.99523926
Philippines,PHL,1998,"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,71.29511261
Philippines,PHL,1990,"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,70.69789886
Philippines,PHL,1989,"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,69.75894928
Philippines,PHL,1988,"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,66.66004181
Philippines,PHL,1987,"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,65.14909363
Philippines,PHL,1986,"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,62.18228149
Philippines,PHL,1985,"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,64.82395172
Philippines,PHL,1984,"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,63.80659866
Philippines,PHL,1983,"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,62.14712143
Philippines,PHL,1982,"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,60.24766922
Philippines,PHL,1981,"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,58.76330185
Philippines,PHL,2015,"School enrollment, secondary, female (% net)",SE.SEC.NENR.FE,71.3301
Philippines,PHL,2014,"School enrollment, secondary, female (% net)",SE.SEC.NENR.FE,72.09681
Philippines,PHL,2009,"School enrollment, secondary, female (% net)",SE.SEC.NENR.FE,66.32326
Philippines,PHL,2008,"School enrollment, secondary, female (% net)",SE.SEC.NENR.FE,65.7531
Philippines,PHL,2007,"School enrollment, secondary, female (% net)",SE.SEC.NENR.FE,65.45874
Philippines,PHL,2006,"School enrollment, secondary, female (% net)",SE.SEC.NENR.FE,64.82426
Philippines,PHL,2005,"School enrollment, secondary, female (% net)",SE.SEC.NENR.FE,64.56834
Philippines,PHL,2004,"School enrollment, secondary, female (% net)",SE.SEC.NENR.FE,64.81646
Philippines,PHL,2003,"School enrollment, secondary, female (% net)",SE.SEC.NENR.FE,62.61296
Philippines,PHL,2002,"School enrollment, secondary, female (% net)",SE.SEC.NENR.FE,59.92832
Philippines,PHL,2001,"School enrollment, secondary, female (% net)",SE.SEC.NENR.FE,55.37757
Philippines,PHL,1999,"School enrollment, secondary, female (% net)",SE.SEC.NENR.FE,52.17929
Philippines,PHL,1998,"School enrollment, secondary, female (% net)",SE.SEC.NENR.FE,50.87802
Philippines,PHL,2015,"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,60.15612
Philippines,PHL,2014,"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,60.96966
Philippines,PHL,2009,"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,55.99163
Philippines,PHL,2008,"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,55.15425
Philippines,PHL,2007,"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,54.3951
Philippines,PHL,2006,"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,53.5165
Philippines,PHL,2005,"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,53.42588
Philippines,PHL,2004,"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,53.99368
Philippines,PHL,2003,"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,52.34159
Philippines,PHL,2002,"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,49.55082
Philippines,PHL,2001,"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,46.5817
Philippines,PHL,1999,"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,47.57394
Philippines,PHL,1998,"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,46.36659
Philippines,PHL,2016,"Progression to secondary school, female (%)",SE.SEC.PROG.FE.ZS,96.97016
Philippines,PHL,2015,"Progression to secondary school, female (%)",SE.SEC.PROG.FE.ZS,96.63713
Philippines,PHL,2014,"Progression to secondary school, female (%)",SE.SEC.PROG.FE.ZS,97.00549
Philippines,PHL,2008,"Progression to secondary school, female (%)",SE.SEC.PROG.FE.ZS,97.8041
Philippines,PHL,2007,"Progression to secondary school, female (%)",SE.SEC.PROG.FE.ZS,98.13635
Philippines,PHL,2006,"Progression to secondary school, female (%)",SE.SEC.PROG.FE.ZS,96.86416
Philippines,PHL,2005,"Progression to secondary school, female (%)",SE.SEC.PROG.FE.ZS,97.55757
Philippines,PHL,2004,"Progression to secondary school, female (%)",SE.SEC.PROG.FE.ZS,92.64329
Philippines,PHL,2003,"Progression to secondary school, female (%)",SE.SEC.PROG.FE.ZS,96.38437
Philippines,PHL,2002,"Progression to secondary school, female (%)",SE.SEC.PROG.FE.ZS,97.01086
Philippines,PHL,2001,"Progression to secondary school, female (%)",SE.SEC.PROG.FE.ZS,97.61111
Philippines,PHL,1998,"Progression to secondary school, female (%)",SE.SEC.PROG.FE.ZS,95.81037
Philippines,PHL,2016,"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS,96.22963
Philippines,PHL,2015,"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS,96.53775
Philippines,PHL,2014,"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS,97.88839
Philippines,PHL,2008,"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS,100
Philippines,PHL,2007,"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS,100
Philippines,PHL,2006,"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS,99.28061
Philippines,PHL,2005,"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS,100
Philippines,PHL,2004,"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS,91.91505
Philippines,PHL,2003,"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS,97.60843
Philippines,PHL,2002,"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS,98.90392
Philippines,PHL,2001,"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS,98.95054
Philippines,PHL,1998,"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS,98.71107
Philippines,PHL,2020,"Secondary education, teachers (% female)",SE.SEC.TCHR.FE.ZS,70.67624664
Philippines,PHL,2019,"Secondary education, teachers (% female)",SE.SEC.TCHR.FE.ZS,70.58663177
Philippines,PHL,2018,"Secondary education, teachers (% female)",SE.SEC.TCHR.FE.ZS,70.69939423
Philippines,PHL,2017,"Secondary education, teachers (% female)",SE.SEC.TCHR.FE.ZS,71.44288635
Philippines,PHL,2016,"Secondary education, teachers (% female)",SE.SEC.TCHR.FE.ZS,73.17779541
Philippines,PHL,2015,"Secondary education, teachers (% female)",SE.SEC.TCHR.FE.ZS,72.88928223
Philippines,PHL,2014,"Secondary education, teachers (% female)",SE.SEC.TCHR.FE.ZS,73.31140137
Philippines,PHL,2009,"Secondary education, teachers (% female)",SE.SEC.TCHR.FE.ZS,76.37841034
Philippines,PHL,2007,"Secondary education, teachers (% female)",SE.SEC.TCHR.FE.ZS,76.23197174
Philippines,PHL,2006,"Secondary education, teachers (% female)",SE.SEC.TCHR.FE.ZS,76.37793732
Philippines,PHL,2005,"Secondary education, teachers (% female)",SE.SEC.TCHR.FE.ZS,76.35694122
Philippines,PHL,2004,"Secondary education, teachers (% female)",SE.SEC.TCHR.FE.ZS,75.71076965
Philippines,PHL,2003,"Secondary education, teachers (% female)",SE.SEC.TCHR.FE.ZS,76.6679306
Philippines,PHL,2002,"Secondary education, teachers (% female)",SE.SEC.TCHR.FE.ZS,76.36177826
Philippines,PHL,2001,"Secondary education, teachers (% female)",SE.SEC.TCHR.FE.ZS,76.37689209
Philippines,PHL,1999,"Secondary education, teachers (% female)",SE.SEC.TCHR.FE.ZS,76.26087952
Philippines,PHL,1998,"Secondary education, teachers (% female)",SE.SEC.TCHR.FE.ZS,76.25760651
Philippines,PHL,1985,"Secondary education, teachers (% female)",SE.SEC.TCHR.FE.ZS,95.06632996
Philippines,PHL,2019,"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.BA.FE.ZS,27.01021957
Philippines,PHL,2017,"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.BA.FE.ZS,18.80533028
Philippines,PHL,2013,"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.BA.FE.ZS,19.23904037
Philippines,PHL,2010,"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.BA.FE.ZS,18.04529953
Philippines,PHL,2019,"Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.BA.MA.ZS,21.78454971
Philippines,PHL,2017,"Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.BA.MA.ZS,13.19266033
Philippines,PHL,2013,"Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.BA.MA.ZS,14.71033001
Philippines,PHL,2010,"Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.BA.MA.ZS,14.79566002
Philippines,PHL,2019,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,24.41179085
Philippines,PHL,2017,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,16.0239296
Philippines,PHL,2013,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,16.99505997
Philippines,PHL,2010,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,16.43481064
Philippines,PHL,2019,"Educational attainment, Doctoral or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.DO.FE.ZS,0.127110004
Philippines,PHL,2017,"Educational attainment, Doctoral or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.DO.FE.ZS,0.039820001
Philippines,PHL,2019,"Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.DO.MA.ZS,0.101410002
Philippines,PHL,2017,"Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.DO.MA.ZS,0.05407
Philippines,PHL,2019,"Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.DO.ZS,0.114330001
Philippines,PHL,2017,"Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.DO.ZS,0.046890002
Philippines,PHL,2019,"Educational attainment, at least Master's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.MS.FE.ZS,0.711510003
Philippines,PHL,2017,"Educational attainment, at least Master's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.MS.FE.ZS,0.535080016
Philippines,PHL,2013,"Educational attainment, at least Master's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.MS.FE.ZS,0.585370004
Philippines,PHL,2010,"Educational attainment, at least Master's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.MS.FE.ZS,0.502210021
Philippines,PHL,2019,"Educational attainment, at least Master's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.MS.MA.ZS,0.445520014
Philippines,PHL,2017,"Educational attainment, at least Master's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.MS.MA.ZS,0.244029999
Philippines,PHL,2013,"Educational attainment, at least Master's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.MS.MA.ZS,0.337819993
Philippines,PHL,2010,"Educational attainment, at least Master's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.MS.MA.ZS,0.453090012
Philippines,PHL,2019,"Educational attainment, at least Master's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.MS.ZS,0.579249978
Philippines,PHL,2017,"Educational attainment, at least Master's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.MS.ZS,0.390850008
Philippines,PHL,2013,"Educational attainment, at least Master's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.MS.ZS,0.462709993
Philippines,PHL,2010,"Educational attainment, at least Master's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.MS.ZS,0.477869987
Philippines,PHL,2019,"Educational attainment, at least completed short-cycle tertiary, population 25+, female (%) (cumulative)",SE.TER.CUAT.ST.FE.ZS,30.96430016
Philippines,PHL,2013,"Educational attainment, at least completed short-cycle tertiary, population 25+, female (%) (cumulative)",SE.TER.CUAT.ST.FE.ZS,28.40645981
Philippines,PHL,2010,"Educational attainment, at least completed short-cycle tertiary, population 25+, female (%) (cumulative)",SE.TER.CUAT.ST.FE.ZS,27.98633003
Philippines,PHL,2008,"Educational attainment, at least completed short-cycle tertiary, population 25+, female (%) (cumulative)",SE.TER.CUAT.ST.FE.ZS,25.96122932
Philippines,PHL,2000,"Educational attainment, at least completed short-cycle tertiary, population 25+, female (%) (cumulative)",SE.TER.CUAT.ST.FE.ZS,9.728969574
Philippines,PHL,2019,"Educational attainment, at least completed short-cycle tertiary, population 25+, male (%) (cumulative)",SE.TER.CUAT.ST.MA.ZS,25.29491997
Philippines,PHL,2013,"Educational attainment, at least completed short-cycle tertiary, population 25+, male (%) (cumulative)",SE.TER.CUAT.ST.MA.ZS,24.7318306
Philippines,PHL,2010,"Educational attainment, at least completed short-cycle tertiary, population 25+, male (%) (cumulative)",SE.TER.CUAT.ST.MA.ZS,25.57006073
Philippines,PHL,2008,"Educational attainment, at least completed short-cycle tertiary, population 25+, male (%) (cumulative)",SE.TER.CUAT.ST.MA.ZS,22.44589043
Philippines,PHL,2000,"Educational attainment, at least completed short-cycle tertiary, population 25+, male (%) (cumulative)",SE.TER.CUAT.ST.MA.ZS,7.484549999
Philippines,PHL,2019,"Educational attainment, at least completed short-cycle tertiary, population 25+, total (%) (cumulative)",SE.TER.CUAT.ST.ZS,28.14524078
Philippines,PHL,2013,"Educational attainment, at least completed short-cycle tertiary, population 25+, total (%) (cumulative)",SE.TER.CUAT.ST.ZS,26.58568001
Philippines,PHL,2010,"Educational attainment, at least completed short-cycle tertiary, population 25+, total (%) (cumulative)",SE.TER.CUAT.ST.ZS,26.78886032
Philippines,PHL,2008,"Educational attainment, at least completed short-cycle tertiary, population 25+, total (%) (cumulative)",SE.TER.CUAT.ST.ZS,24.21619987
Philippines,PHL,2000,"Educational attainment, at least completed short-cycle tertiary, population 25+, total (%) (cumulative)",SE.TER.CUAT.ST.ZS,8.612660408
Philippines,PHL,2021,"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,41.22195816
Philippines,PHL,2020,"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,37.74787521
Philippines,PHL,2019,"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,35.99547577
Philippines,PHL,2018,"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,33.68718338
Philippines,PHL,2017,"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,40.41902161
Philippines,PHL,2016,"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,45.81267548
Philippines,PHL,2015,"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,42.84329605
Philippines,PHL,2014,"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,40.11325073
Philippines,PHL,2013,"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,37.46533585
Philippines,PHL,2012,"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,34.46018219
Philippines,PHL,2011,"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,34.13121033
Philippines,PHL,2010,"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,32.91117096
